104,英语作文,这种现象非常值得注意是因为,This phenomenon is particularly worth to be attention for the reason that xxx
105,英语作文,xxx 可能会对xxx造成阻碍,xx may constitute an obstacle that hinders xxx
106,英语作文,xxx需要记住xxx,xx should bear in mind that xx
107,英语单词,travail,阵痛
108,英语单词,concede,让步
109,英语单词,stiff,不易弯曲的
110,英语单词,allude,暗指
111,英语单词,district,地区
112,英语单词,concur,同意
113,英语单词,impend,阻抗
114,英语单词,albeit,尽管
115,英语单词,inhibit,阻止
116,英语单词,grievance,冤屈
117,英语单词,attest,证明
118,英语单词,mediocrity,平庸
119,英语单词,hamper,妨碍
120,英语单词,unwieldy,笨手笨脚的
121,数学,AB=C时C与AB的关系,C可以由A的列向量组表出，（当把A看出一个向量组时它就是1xN或者Nx1，但是此时B矩阵是一个NxN的矩阵，所以只能把A矩阵写成1xN才能做乘法）
126,英语作文,拓展视野,broaden the horizons
135,英语作文,具体来说,to be specifice
136,英语作文,我们不应该xxx，相反，xxx是明智的,"I deem that we are not supposed to xxx. Instead, it is advisable for us to xxx"
137,机组,磁记录能力总结,调来调去效率低，老想归零不同步，MFM最牛逼
139,英语单词,pronouncement,宣告
140,英语作文,当代社会，对于人民来说xxx已经成为一种趋势,"In contemporary society, it has become a trend for people to xxx"
141,英语作文,相比之下,by contrast
142,英语作文,悠闲的,leisurely
143,英语作文,在我看来，个人成功的特点是具有多种优秀品质，如勤奋、自信、毅力和总是为自己设定更高的目标。,"A personal successful, to my understanding, is charactered by    diverse excellent qualities, such as diligence, confidence, perseverance and always setting higher goals for themselves."
144,数据结构,简单排序的特点,只有选择排序不稳定，空间复杂度都是O（1）
145,机组,检测r位错误需要海明码距离,R+1
146,机组,纠正R位错误，则编码的海明吗距位,2R+1
147,英语单词,handicap,残障
148,英语单词,driving force,驱动力
149,英语单词,on the ropes,在绳索上
150,英语单词,sensational,轰动的
151,英语单词,solely,唯一地
152,英语单词,wit,机智
153,英语单词,ratio,比率
154,英语单词,mortal,凡人
155,英语单词,moral,道德的
156,英语单词,fertile,肥沃的
157,英语单词,offspring,孩子
158,英语单词,descendant,后代
159,英语单词,mediocrity,平庸
160,英语单词,tribal,部落
161,英语单词,ignorant,不了解的
162,英语单词,ignore,忽视
163,英语单词,savage,凶恶的
164,英语单词,class,班
165,英语单词,proposition,提议
166,英语单词,rigid,固执的
167,英语单词,assault,攻击
168,英语单词,endure,忍耐
169,英语单词,distinction,差别
170,英语单词,destiny,命运
171,英语单词,hypocrisy,伪善
172,英语单词,barn,谷仓
173,英语单词,vulgar,庸俗的
174,英语单词,ample,充足的
175,英语单词,radical,根本的
176,英语单词,stir,搅动
177,英语单词,profess,妄称
178,英语单词,sly,狡猾的
180,英语单词,split,分裂
181,英语单词,spit,吐
182,英语单词,integrate,整合
183,英语单词,constitude,Constitude
184,英语单词,optimistic,乐观的
185,英语单词,wipe out,消灭
186,英语单词,impoverish,使贫穷
187,英语单词,illuminating,照明
188,英语单词,plug,插头
189,英语单词,metropolitan,大都会
190,英语单词,upscale,高档的
191,英语单词,clash,冲突
192,英语单词,hyperactive,过度活跃
193,英语单词,detrimental,有害的
194,英语单词,scanty,不足的
195,英语单词,resort,求助
196,英语单词,infringe,侵犯
197,英语单词,profile,轮廓
198,英语单词,preach,布道
199,英语单词,equivalent,相等的
200,英语单词,thrift,节约
202,英语单词,sympathy,同情
203,英语单词,in sympathy with,同情
204,英语单词,convention,习俗
205,英语单词,accommodation,住处
206,英语单词,entitle,赋予权利
207,英语单词,inedible,不能食用的
208,英语单词,disparage,贬损
209,英语单词,disparaging,贬低
210,英语单词,2003,2003
211,英语单词,mutually,相互地
212,英语单词,vacuum,真空
213,英语单词,vaccine,疫苗
214,英语单词,lean,前俯
215,英语单词,conform,符合
216,英语单词,conformist,循规蹈矩的人
217,英语单词,phrase,短语
218,英语单词,paraphrase,解释
219,英语单词,vicious,恶毒的
220,英语单词,compassionate,富有同情心的
221,英语单词,term,学期
222,英语单词,personality,性格
223,英语单词,extinguish,熄灭
224,英语单词,freight,货物
225,英语单词,captive,俘虏
226,英语单词,appeal,上诉
227,英语单词,apprehensive,忧虑
228,英语单词,comprehension,理解力
229,英语单词,surge,激增
230,英语单词,clinical,临床的
231,英语单词,confront,直面
232,英语单词,conflict,冲突
233,英语单词,perish,死亡
234,英语单词,fatal,致命的
235,英语单词,finite,有限的
236,英语单词,infinite,极大的
237,英语单词,infirm,病弱的
238,英语单词,extravagant,奢侈的
239,英语单词,2004,2004
240,英语单词,stumble,绊倒
241,英语单词,stumble across,偶然发现
242,英语单词,eliminate,排除
243,英语单词,insidious,阴险的
244,英语单词,conspicuous,引人注目的
245,英语单词,ballot,投票
246,英语单词,lag,缓慢移动
247,英语单词,crucial,关键的
248,英语单词,cruel,残酷的
249,英语单词,temper,脾气
250,英语单词,dreadful,糟糕透顶的
251,英语单词,ingredient,成分
252,英语单词,indignation,愤慨
253,英语单词,entertain,招待
254,英语单词,entertainer,艺人
255,英语单词,pervasive,普遍的
256,英语单词,bellyful,bellyful
257,英语单词,innate,与生俱来的
258,英语单词,rigorous,严格缜密的
259,英语单词,ponder,思考
260,英语单词,contemplative,沉思的
261,英语单词,grip,紧握
262,英语单词,2005,2005
263,英语单词,vanish,消失
264,英语单词,slack,松弛的
265,英语单词,grievance,冤屈
266,英语单词,assumption,假定
267,英语单词,consume,消费
268,英语单词,temperament,性情
269,英语单词,cucumber,黄瓜
270,英语单词,chamber,室
271,英语单词,induce,诱导
272,英语单词,righteous,公正的
273,英语单词,reluctant,不情愿的
274,英语单词,resentment,愤恨
275,英语单词,abundant,大量的
276,英语单词,as yet,到目前为止
277,英语单词,enlist,征集
278,英语单词,fume,大为生气
279,英语单词,prudent,谨慎的
280,英语单词,sound,声音
281,英语单词,formulate,制定
282,英语单词,disguise,假扮
283,英语单词,susceptible,易受影响
284,英语单词,recur,重现
285,英语单词,elevate,提升
286,英语单词,dialect,地方话
287,英语单词,2006,2006
288,英语单词,homogenize,均匀化
289,英语单词,discourse,论文
290,英语单词,deference,尊敬
291,英语单词,intimate,亲密的
292,英语单词,unprecedented,前所未有的
293,英语单词,live off,靠生活
294,英语单词,beard,胡须
295,英语单词,predator,捕食者
296,英语单词,prey,猎物
297,英语单词,halve,减半
298,英语单词,saturate,使湿透
299,英语单词,phony,伪造的
300,英语单词,dedicate,奉献
301,英语单词,beam,梁
302,英语单词,bummer,真倒霉
303,英语单词,2007,2007
304,英语单词,tournament,锦标赛
305,英语单词,quirk,怪癖
306,英语单词,pronounce,发音
307,英语单词,pronounced,明显的
308,英语单词,superior,优越的
309,英语单词,stamina,耐力
310,英语单词,conceive,想出
311,英语单词,spotlight,聚光灯
312,英语单词,account for,对…负有责任
313,英语单词,genetically,遗传上地
314,英语单词,intuitive,直觉的
315,英语单词,swamp,沼泽
316,英语单词,biography,传记
317,英语单词,biology,生物学
318,英语单词,startling,惊人的
319,英语单词,overrate,高估
320,英语单词,deduce,推论
321,英语单词,elude,躲避
322,英语单词,correlate,相关
323,英语单词,encompass,包含
324,英语单词,toil,辛苦工作
325,英语单词,spouse,配偶
326,英语单词,count on,指望
327,英语单词,pink slip,粉红色纸条
328,英语单词,stripe,条纹
329,英语单词,parachute,降落伞
330,英语单词,deprive,剥夺
331,英语单词,lay off,裁员
332,英语单词,get laid off,被解雇
333,英语单词,fluctuation,波动
334,英语单词,outlive,比…活得长
335,英语单词,feeble,虚弱的
336,英语单词,severity,严重性
337,英语单词,intricate,错综复杂的
338,英语单词,redundancy,冗余
339,英语单词,go astray,误入歧途
340,英语单词,2008,2008
341,英语单词,sphere,球
342,英语单词,develop,发展
343,英语单词,develop depression and anxiety disorders,发展为抑郁症和焦虑症
344,英语单词,wear and tear,磨损
345,英语单词,diffuse,弥漫的
346,英语单词,confused,困惑的
347,英语单词,rest with,休息
348,英语单词,funding,基金
349,英语单词,estimate,估计
350,英语单词,eliminate,排除
351,英语单词,hybrid,混合的
352,英语单词,nutrient,营养物
353,英语单词,by and large,大体上
354,英语单词,jaw,颌
355,英语单词,spur,马刺
356,英语单词,bedrock,基岩
357,英语单词,clause,条款
358,英语单词,herd,兽群
359,英语单词,dismiss A as B,开除A为B
360,英语单词,perpetuate,延续
361,英语单词,comply with,遵守
362,英语单词,paternal,父系的
363,英语单词,maternal,母亲的
364,英语单词,rage,愤怒
365,英语单词,hawk,鹰
366,英语单词,overlap,重叠
367,英语单词,recession,经济衰退
368,英语单词,workforce,劳动力
369,英语单词,deride,嘲笑
370,英语单词,discipline,纪律
371,英语单词,prior to,之前
372,英语单词,shell out,为…花费一大笔钱
373,英语单词,swab,棉签
374,英语单词,saliva,唾液
375,英语单词,lump together,挤在一起
376,英语单词,consistently,一贯地
377,英语单词,fall victim of,成为的受害者
378,英语单词,virtuosity,精湛技艺
379,英语单词,earnest,认真的
380,英语单词,superstitious,迷信的
381,英语单词,mock,嘲弄
382,英语单词,illusory,虚幻的
383,英语单词,2010,2010
384,英语单词,inexorable,不可阻挡的
385,英语单词,coverage,新闻报道
386,英语单词,elaborate,复杂的
387,英语单词,be tempted to,被诱惑
388,英语单词,foremost,最重要的
389,英语单词,retreat,退却
390,英语单词,headlong retreat,仓促撤退
391,英语单词,horizon,地平线
392,英语单词,mourn,哀悼
393,英语单词,scale back,缩减
394,英语单词,about-face,关于脸
395,英语单词,filing,归档
396,英语单词,hedge,树篱
397,英语单词,looming,逼近的
398,英语单词,prevailing,盛行
399,英语单词,compelling,引人入胜的
400,英语单词,intuitively,凭直觉
401,英语单词,plausible,看似合理的
402,英语单词,cursory,粗略的
403,英语单词,cascade,大量
404,英语单词,propagate,传播
405,英语单词,manipulate,操纵
406,英语单词,moan,呻吟
407,英语单词,regulator,监管者
408,英语单词,paralysis,麻痹
409,英语单词,concession,让步
410,英语单词,give in to,屈服于
411,英语单词,strain,拉紧
412,英语单词,sober,未醉
413,英语单词,conceivably,可想而知
414,英语单词,pretentious,自命不凡的
415,英语单词,formidable,可怕的
416,英语单词,hitherto,迄今为止
417,英语单词,composition,作文
418,英语单词,cloak,斗篷
419,英语单词,scrutinize,仔细检查
420,英语单词,pronouncement,宣告
421,英语单词,commodity,商品
422,英语单词,leverage,影响力
423,英语单词,allegation,指控
424,英语单词,boycott,抵制
425,英语单词,dampen,抑制
426,英语单词,procreation,生殖
427,英语单词,gape,张嘴
428,英语单词,dumb,哑的
429,英语单词,glamorous,迷人的
430,英语单词,canon,原则
431,英语单词,post,邮递
432,英语单词,faculty,官能
433,英语单词,prerequisite,先决条件
434,英语单词,detach,拆卸
435,英语单词,holistic,全面的
436,英语单词,resist,抵制
437,英语单词,insist,坚决要求
438,英语单词,consist,包括
439,英语单词,illusion,幻觉
440,英语单词,contention,争吵
441,英语单词,inferior,较差的
443,英语单词,guardian,守护者
444,英语单词,impartial,公正的
445,英语单词,at the very least,至少
446,英语单词,subject to,从属于
447,英语单词,judiciary,司法机关
448,英语单词,envision,展望
449,英语单词,envision as,设想为
450,英语单词,cultivate,培养
451,英语单词,prone,有做…倾向的
452,英语单词,dismiss as,将...看作...而拒绝接受
453,英语单词,split,分裂
454,英语单词,split along,沿拆分
455,英语单词,address doubt,解决疑问
456,英语单词,obstacle,障碍
457,英语单词,a cause of,的原因
458,英语单词,perceptive,感性的
459,英语单词,critique,评论文章
460,英语单词,recruit,招募
461,英语单词,exert,发挥
462,英语单词,tactic,策略
463,英语单词,abide,遵守
464,英语单词,aging,变老
465,英语单词,precedent,先例
466,英语单词,obscure,模糊的
467,英语单词,carry out,实施
468,英语单词,abound,大量
469,英语单词,A be thought of as B,A被认为是B
470,英语单词,patrolled,巡逻的
471,英语单词,call for,需要
472,英语单词,vigorously,精神旺盛地
473,英语单词,clamp down,钳制
474,英语单词,own....to.....,拥有到
475,英语单词,prudent,谨慎的
476,英语单词,notoriously,臭名昭著
477,英语单词,drawn-out,抽出的
478,英语单词,get rid of,摆脱
479,英语单词,fleeting,转瞬即逝的
480,英语单词,wonder at,惊叹于
481,英语单词,agenda,议程
482,英语单词,advent,到来
483,英语单词,strip of,的条状
484,英语单词,enterprise,企业
485,英语单词,equation,方程式
486,英语单词,justification,正当理由
487,英语单词,bewildering,令人困惑的
488,英语单词,terms,条款
489,英语单词,in cognitive terms,在认知方面
490,英语单词,empirical,经验主义的
491,英语单词,universality,普遍性
492,英语单词,university,大学
493,英语单词,2013,2013
494,英语单词,garment,服装
495,英语单词,odd,古怪的
496,英语单词,odds,可能性
497,英语单词,at odds,"不一致,（与…）不和;（与…）意见不一致;（与…）有矛盾"
498,英语单词,disposable,可任意处理的
499,英语单词,combat,搏斗
500,英语单词,long accustomed to,长期习惯
501,英语单词,satire on,讽刺
502,英语单词,fraction,小部分
503,英语单词,quarrel,口角
504,英语单词,get cracking on,开始破解
505,英语单词,oblige,迫使
506,英语单词,comply,遵守
507,英语单词,indulgence,放纵
508,英语单词,nudge,轻推
509,英语单词,utopia,乌托邦
510,英语单词,tempted to,诱惑
511,英语单词,gloominess,忧郁
512,英语单词,flagship,旗舰
513,英语单词,envisage,想象
514,英语单词,Naturalization,归化
515,英语单词,precede,先于
516,英语单词,eradicate,根除
517,英语单词,2014,2014
518,英语单词,fluctuate,波动
519,英语单词,extent,程度
520,英语单词,roundabout,迂回的
521,英语单词,by all accounts,按所有帐户
522,英语单词,articulate,表达
523,英语单词,prevailing,盛行
524,英语单词,pinpoint,准确指出
525,英语单词,2015,2015
526,英语单词,kin,家属
527,英语单词,resemble,类似于
528,英语单词,assembled,组装的
529,英语单词,there is more to it,还有更多
530,英语单词,pick pace,加快步伐
531,英语单词,ethnic,民族的
532,英语单词,drawn,绘制的
533,英语单词,drawn from,绘制自
534,英语单词,extraction,萃取
535,英语单词,ancestry,祖先
536,英语单词,comprehend,理解
537,英语单词,comprehensive,综合的
538,英语单词,comprehension,理解力
539,英语单词,infer,推断
540,英语单词,implicit,含蓄的
541,英语单词,discourse,论文
542,英语单词,utter,说
543,英语单词,retrieval,检索
544,英语单词,uncharted,未充电的
545,英语单词,continent,大陆
546,英语单词,principal,最重要的
547,英语单词,principle,道德原则
548,英语单词,trait,特质
549,英语单词,proceed,继续
550,英语单词,prceeding,prceeding
551,英语单词,owe to,欠
552,英语单词,look up to,敬仰
553,英语单词,nobility,贵族
554,英语单词,adherence,坚持
555,英语单词,allies,盟友
556,英语单词,anxious,焦虑的
557,英语单词,abdicate,退位
558,英语单词,majestic,雄伟的
559,英语单词,polarised,极化的
560,英语单词,embody,体现
561,英语单词,transcendence,超越
562,英语单词,transcend,超越
563,英语单词,infest,大批出没于
564,英语单词,bizarre,奇怪的
565,英语单词,strive,努力
566,英语单词,preserve,保护
567,英语单词,hierarchical,等级制的
568,英语单词,refrain,抑制
569,英语单词,sweeping rule,全面规则
570,英语单词,reck,reck
571,英语单词,reckless,鲁莽的
572,英语单词,defendant,被告人
573,英语单词,correspond,相一致
574,英语单词,correspondence,来往信件
575,英语单词,burdensome,繁重的
576,英语单词,overly,过度
577,英语单词,entitle,赋予权利
578,英语单词,disruptive,引起混乱的
579,英语单词,sort out,分类
580,英语单词,circulation,循环
581,英语单词,impel,促使
582,英语单词,compel,强迫
583,英语单词,compelling,引人入胜的
584,英语单词,overdue,逾期的
585,英语单词,literate,有读写能力的
586,英语单词,dearth,缺乏
587,英语单词,immoral,不道德的
588,英语单词,moral,道德的
589,英语单词,cunning,狡猾的
590,英语单词,trivial,不重要的
591,英语单词,rigid,固执的
592,英语单词,unsettling,令人不安的
593,英语单词,conspire,共谋
594,英语单词,conspiracy,密谋策划
595,英语单词,unfold,展开
596,英语单词,respects,尊重
597,英语单词,tide,潮
598,英语单词,a tide of,的浪潮
599,英语单词,by it's nature,天生的
600,英语单词,peculiar,特有的
601,英语单词,peculiar to xxx,xxx特有
602,英语单词,interplay,相互作用
603,英语单词,sheer,纯粹的
604,英语单词,bound for,绑定到
605,英语单词,bound,跳跃
606,英语单词,infant,婴儿
607,英语单词,successive,连续的
608,英语单词,2016,2016
609,英语单词,spouse,配偶
610,英语单词,veto,否决权
611,英语单词,former,前者的
612,英语单词,formerly,以前
613,英语单词,ritual,仪式
614,英语单词,cotton thread,棉线
615,英语单词,soak,浸泡
616,英语单词,wrist,手腕
617,英语单词,waist,腰
618,英语单词,whereas,鉴于
619,英语单词,whereby,由此
620,英语单词,a tenth of,的十分之一
621,英语单词,competence,能力
622,英语单词,compete,竞争
623,英语单词,complete,完成
624,英语单词,norm,标准
625,英语单词,evolve,发展
626,英语单词,fragment,碎片
627,英语单词,paradox,矛盾的人
628,英语单词,pull off,起飞
629,英语单词,in a rut,墨守成规
630,英语单词,vain,徒劳的
631,英语单词,fussing,大惊小怪的
632,英语单词,fatigue,疲劳
633,英语单词,retain,保持
634,英语单词,newlywed,新婚夫妇
635,英语单词,thrive,兴旺发达
636,英语单词,innovator,革新者
637,英语单词,incite,煽动
638,英语单词,preliminary,预备性的
639,英语单词,parliament,议会
640,英语单词,a couple of,几个
641,英语单词,uplifting,隆起
642,英语单词,end up doing,最终做了
643,英语单词,tape-measure,卷尺
644,英语单词,arbiter,仲裁人
645,英语单词,intangible,无形的
646,英语单词,adornment,装饰
647,英语单词,sanction,制裁
648,英语单词,didn’t start till …,没有开始。。。
649,英语单词,rural,乡村的
650,英语单词,urban,城市的
651,英语单词,disregard,漠视
652,英语单词,enviable,令人羡慕
653,英语单词,inevitable,不可避免的
654,英语单词,guardianship,监护
655,英语单词,endorse,背书
656,英语单词,explicit,明确的
657,英语单词,likewise,同样地
658,英语单词,terror,恐怖
659,英语单词,sensible,明智的
660,英语单词,intrusion,入侵
661,英语单词,let rip,放任自流
662,英语单词,spectrum,谱
663,英语单词,monetary,货币的
664,英语单词,diffuse,弥漫的
665,英语单词,confuse,混淆
666,英语单词,n短语+aside,n短语+aside
667,英语单词,nostalgia,怀旧
668,英语单词,ditch,沟
669,英语单词,2017,2017
670,英语单词,resound,回响
671,英语单词,resounding,巨大的
672,英语单词,a host of,许多
673,英语单词,perceive,感知
674,英语单词,susceptibility,敏感性
675,英语单词,intimi,亲密的
676,英语单词,intimacy,亲密
677,英语单词,intimate,亲密的
678,英语单词,intimidate,恐吓
679,英语单词,panorama,全景
680,英语单词,plot,情节
681,英语单词,clerk,店员
682,英语单词,steward,乘务员
683,英语单词,conceal,隐藏
684,英语单词,suppose,认为
685,英语单词,supposed,假定的
686,英语单词,supposedly,据推测
687,英语单词,flee,逃走
688,英语单词,bleak,凄凉的
689,英语单词,confide,倾诉
690,英语单词,errand,差使
691,英语单词,runaway,失控
692,英语单词,content,所容纳之物
693,英语单词,contented,知足的
694,英语单词,contentedness,满足
695,英语单词,curriculum,课程
696,英语单词,discipline,纪律
697,英语单词,principle,道德原则
698,英语单词,principal,最重要的
699,英语单词,primary school,小学
700,英语单词,appear to,看起来像
701,英语单词,appeal to,呼吁
702,英语单词,vanish,消失
703,英语单词,domestic,本国的
704,英语单词,tragic,悲剧的
705,英语单词,infuriate,使极为生气
706,英语单词,sneak,偷偷地走
707,英语单词,steep,陡的
708,英语单词,steep increase,急剧增加
709,英语单词,lane,小路
710,英语单词,lame,瘸的
711,英语单词,dispute,争端
712,英语单词,be supposed to,应该
713,英语单词,eligible,有资格的
714,英语单词,enroll,登记
715,英语单词,sticker shock,贴纸冲击
716,英语单词,sticker price,标价
717,英语单词,price tag,价格标签
718,英语单词,fatal flaw,致命缺陷
719,英语单词,reluctance to back it,不愿支持它
720,英语单词,slight hesitancy,轻微犹豫
721,英语单词,protest,抗议
722,英语单词,dormant,休眠的
723,英语单词,the bulk of,的大部分
724,英语单词,bulk,大部分
725,英语单词,vocal,嗓音的
726,英语单词,dawn,黎明
727,英语单词,enlighten,启发
728,英语单词,remold,重塑
729,英语单词,defy,藐视
730,英语单词,except,除了
731,英语单词,expect,预料
732,英语单词,despite,即使
733,英语单词,prospect,展望
734,英语单词,shed,棚
735,英语单词,consistent,一致的
736,英语单词,constitute,构成
737,英语单词,constituents,成分
738,英语单词,doom,死亡
739,英语单词,boom,繁荣
740,英语单词,sizable,可观的
741,英语单词,sarcastic,讽刺的
742,英语单词,convict,罪犯
743,英语单词,exempt,豁免
744,英语单词,unanimous,一致的
745,英语单词,ethic,伦理
746,英语单词,ethnic,民族的
747,英语单词,concrete,混凝土
748,英语单词,prosecution,起诉
749,英语单词,precautions,注意事项
750,英语单词,reinforce,加强
751,英语单词,enforce,执行
752,英语单词,lobby,大堂
753,英语单词,perception,知觉
754,英语单词,premise,前提
755,英语单词,2018,2018
756,英语单词,tricky,棘手的
757,英语单词,herd,兽群
758,英语单词,herd instinct,从众本能
759,英语单词,spary,蒸气
760,英语单词,erect,垂直的
761,英语单词,elaborate,复杂的
762,英语单词,diplomatic,外交的
763,英语单词,reception,接待
764,英语单词,receptive,乐于接受的
765,英语单词,orient,朝向
766,英语单词,oriental,东方的
767,英语单词,formulate,制定
768,英语单词,formular,公式制定者
769,英语单词,command,命令
770,英语单词,supervise,监督
771,英语单词,prosper,繁荣
772,英语单词,prospect,展望
773,英语单词,ironic,反语的
774,英语单词,chronic,慢性的
775,英语单词,dismiss,不予考虑
776,英语单词,occupation,工作
777,英语单词,vocation,职业
778,英语单词,upheaval,剧变
779,英语单词,affordable,买得起的
780,英语单词,drastic,激烈的
781,英语单词,upend,倒立
782,英语单词,indispensable,不可或缺的
783,英语单词,dispensable,不必要
784,英语单词,Millennials,千禧一代
785,英语单词,conduct,行为
786,英语单词,take account of,考虑
787,英语单词,account for,对…负有责任
788,英语单词,assume responsibility,承担责任
789,英语单词,foster,促进
790,英语单词,counteract,抵制
791,英语单词,verdict,判决
792,英语单词,damning,该死的
793,英语单词,hand over,移交
794,英语单词,2019,2019
795,英语单词,accuse,指责
796,英语单词,undermine,破坏
797,英语单词,coherent,连贯的
798,英语单词,inherent,固有的
799,英语单词,aversion,厌恶
800,英语单词,averse,厌恶
801,英语单词,profound,意义深远的
802,英语单词,lay press,平压机
803,英语单词,health scares,健康恐慌
804,英语单词,boil down,煮沸
805,英语单词,metrics,度量
806,英语单词,research post,研究岗位
807,英语单词,apply for,申请
808,英语单词,apply to,适用于
809,英语单词,incorporate,合并
810,英语单词,corporation,公司
811,英语单词,entail,涉及
812,英语单词,merit,优点
813,英语单词,Above all,首先
814,英语单词,spot,斑点
815,英语单词,distinct,不同的
816,英语单词,bearing,关系
817,英语单词,restore,恢复
818,英语单词,trail,追踪
819,英语单词,trial,试验
820,英语单词,trait,特质
821,英语单词,impose,强制实行
822,英语单词,pose,姿势
823,英语单词,worsen,恶化
824,英语单词,publicly traded company,上市公司
825,英语单词,quarterly,每季的
826,英语单词,hinder,阻碍
827,英语单词,dubbed,配音的
828,英语单词,thus,因此
829,英语单词,predominance,优势
830,英语单词,defer,推迟
831,英语单词,tied to,绑定到
832,英语单词,acquisition,获得
833,英语单词,incentive,激励
834,英语单词,solid,固体
835,英语单词,adverse,不利的
836,英语单词,diverse,多种多样的
837,英语单词,virtue,美德
838,英语单词,decisiveness,果断
839,英语单词,clawback,钩回
840,英语单词,utmost,最大的
841,英语单词,penalty,处罚
842,英语单词,emphasize,强调
843,英语单词,substantial,大量的
844,英语单词,substitution,替代
845,英语单词,sustainable,可持续的
846,英语单词,counterbalance,平衡
847,英语单词,complement,补足
848,英语单词,contradictory,矛盾的
849,英语单词,identical,完全相同的
850,英语单词,feasibility,可行性
851,英语单词,retention,保持
852,英语单词,tuition,学费
853,英语单词,align,排列
854,英语单词,spark,火花
855,英语单词,fascinate,入迷
856,英语单词,speculate,推测
857,英语单词,speculate fiction,推测小说
858,英语单词,foreshadow,预示
859,英语单词,evade,逃避
860,英语单词,depict,描绘
861,英语单词,sophisticate,老练的
862,英语单词,thorny,多刺的
863,英语单词,get into,进入
864,英语单词,mega-xxx,超级xxx
865,英语单词,pledge,誓言
866,英语单词,pled,pled
867,英语单词,vague,模糊的
868,英语单词,transparent,透明的
869,英语单词,overrule,否决
870,英语单词,overturn,颠覆
871,英语单词,even做adj,even做adj
873,英语单词,nonetheless,尽管如此
874,英语单词,culinary,烹饪的
875,英语单词,render,提供
876,英语单词,compel,强迫
877,英语单词,impel,促使
878,英语单词,guaranteed to （damage our health）,保证（损害我们的健康）
879,英语单词,toast,干杯
880,英语单词,mice,小鼠
881,英语单词,rumoured,据传
882,英语单词,doubtless,无疑的
883,英语单词,coming across as being pushy,给人的印象是咄咄逼人
884,英语单词,self-deceiving,自欺欺人的
885,英语单词,endeavor,努力
886,英语单词,navigation,航行
887,英语单词,maintain its image,维护其形象
